candidate_id,image_file,group,source_id,severity,label,wrong_label,realism,class_probability,class_correct,composite_quality,direct_energy,direct_energy_zero_anchored,dot_energy,dot_energy_zero_anchored,base_field_norm
16,images/0016_real.png,real,8050,0.0,161,False,0.3962230086326599,0.0488918274641037,False,0.9007036747458952,-5722.4658203125,-2787.369140625,-3157.666015625,-3157.666015625,13.540397644042969
17,images/0017_real.png,real,43881,0.0,877,False,0.4472506046295166,0.7671615481376648,True,0.9726348709929633,-6164.1572265625,-3824.19189453125,-4410.421875,-4410.421875,20.37647819519043
18,images/0018_real.png,real,4238,0.0,84,False,0.407071590423584,0.4208420217037201,True,0.9480062548866302,-3867.102783203125,-1262.77294921875,-1502.8319091796875,-1502.8319091796875,17.766395568847656
19,images/0019_real.png,real,31122,0.0,622,False,0.5709311366081238,0.034399162977933884,False,0.9288506645817045,-8384.572265625,-4900.64892578125,-5549.8916015625,-5549.8916015625,7.773106098175049
20,images/0020_real.png,real,13022,0.0,260,False,0.5448580384254456,0.3590250015258789,True,0.9675527756059421,-4324.1796875,-1339.2197265625,-1669.5631103515625,-1669.5631103515625,12.743108749389648
21,images/0021_real.png,real,46286,0.0,925,False,0.2606429159641266,0.7061922550201416,True,0.8068803752931978,-7859.15576171875,-4318.51220703125,-4996.802734375,-4996.802734375,17.721132278442383
22,images/0022_real.png,real,29271,0.0,585,False,0.27863115072250366,0.6025380492210388,True,0.853010164190774,-4618.908203125,-1969.424072265625,-2682.57958984375,-2682.57958984375,5.647169589996338
23,images/0023_real.png,real,10108,0.0,202,False,0.2651284635066986,0.470110684633255,True,0.8131352619233776,-4406.31640625,-1354.54931640625,-1719.403564453125,-1719.403564453125,18.605453491210938
24,images/0024_real.png,real,37964,0.0,759,False,0.5360620617866516,0.1921372264623642,True,0.9569976544175137,-9253.03125,-5726.30419921875,-6363.8017578125,-6363.8017578125,14.473777770996094
25,images/0025_real.png,real,45563,0.0,911,False,0.2707041800022125,0.018540628254413605,False,0.7611415168100077,-4685.71240234375,-1743.07568359375,-2112.352294921875,-2112.352294921875,13.054319381713867
26,images/0026_real.png,real,35970,0.0,719,False,0.3982091546058655,0.37890487909317017,True,0.9390148553557467,-8912.48046875,-5800.470703125,-6635.62890625,-6635.62890625,10.710747718811035
27,images/0027_real.png,real,48905,0.0,978,False,0.31102150678634644,0.5590987801551819,True,0.8917122752150117,-5119.8564453125,-1847.5185546875,-2238.62158203125,-2238.62158203125,9.681840896606445
28,images/0028_real.png,real,47333,0.0,946,False,0.2359875738620758,0.49667391180992126,True,0.7021110242376857,-4172.8544921875,-1430.88720703125,-2078.401123046875,-2078.401123046875,16.96503448486328
29,images/0029_real.png,real,48411,0.0,968,False,0.3157538175582886,0.05729180946946144,False,0.8635652853792025,-4348.55615234375,-1486.194580078125,-1977.81103515625,-1977.81103515625,7.555492877960205
30,images/0030_real.png,real,45623,0.0,912,False,0.20204943418502808,0.006243993062525988,False,0.47068021892103207,-2902.034423828125,-101.099853515625,-372.57855224609375,-372.57855224609375,21.6409969329834
31,images/0031_real.png,real,48971,0.0,979,False,0.28135955333709717,0.3332878351211548,True,0.8459734167318218,-3400.16650390625,-365.768310546875,-826.9072265625,-826.9072265625,10.911890029907227
32,images/0032_real.png,real,23779,0.0,475,False,0.6360913515090942,0.7616873383522034,True,0.9937451133698202,-8230.205078125,-5152.9833984375,-5740.552734375,-5740.552734375,9.597663879394531
33,images/0033_real.png,real,5963,0.0,119,False,0.2557609975337982,0.010387065820395947,False,0.6962470680218922,-3199.2060546875,-429.57275390625,-794.2100219726562,-794.2100219726562,12.345466613769531
34,images/0034_real.png,real,48655,0.0,973,False,0.29921841621398926,0.5843924880027771,True,0.8870211102423768,-5814.84130859375,-2944.83642578125,-3480.884765625,-3480.884765625,13.821610450744629
35,images/0035_real.png,real,18346,0.0,366,False,0.33058249950408936,0.47926807403564453,True,0.9108678655199375,-4079.33935546875,-1075.100830078125,-1365.524169921875,-1365.524169921875,13.146913528442383
36,images/0036_real.png,real,27925,0.0,558,False,0.31302937865257263,0.003990454133599997,False,0.7646598905394839,-6686.2236328125,-3936.94970703125,-4488.3515625,-4488.3515625,20.022750854492188
37,images/0037_real.png,real,33656,0.0,673,False,0.4116162657737732,0.30477607250213623,True,0.9448788115715403,-11168.505859375,-8156.90087890625,-9296.083984375,-9296.083984375,8.973082542419434
38,images/0038_real.png,real,32154,0.0,643,False,0.28194665908813477,0.013078968971967697,False,0.7802971071149335,-5362.6904296875,-2595.442138671875,-3137.163330078125,-3137.163330078125,20.150012969970703
39,images/0039_real.png,real,6316,0.0,126,False,0.32327520847320557,0.48972949385643005,True,0.9081313526192338,-2763.244384765625,-247.18310546875,-688.0325317382812,-688.0325317382812,21.932126998901367
40,images/0040_real.png,real,32802,0.0,656,False,0.35555434226989746,0.42922356724739075,True,0.924941360437842,-4512.8818359375,-1553.89501953125,-1921.170654296875,-1921.170654296875,13.862419128417969
41,images/0041_real.png,real,30053,0.0,601,False,0.47406113147735596,0.08806122094392776,True,0.937842064112588,-4376.52978515625,-1558.498046875,-1952.7618408203125,-1952.7618408203125,31.547033309936523
42,images/0042_real.png,real,8924,0.0,178,False,0.45427829027175903,0.46698540449142456,True,0.9644253322908523,-7393.8623046875,-4496.5263671875,-4821.1357421875,-4821.1357421875,21.34632682800293
43,images/0043_real.png,real,45240,0.0,904,False,0.4075346887111664,0.12070032954216003,False,0.928068803752932,-6613.55078125,-3762.67529296875,-4245.3798828125,-4245.3798828125,10.014195442199707
44,images/0044_real.png,real,40139,0.0,802,False,0.35048574209213257,0.6942934989929199,True,0.931587177482408,-3274.5849609375,-194.642578125,-615.118408203125,-615.118408203125,11.187618255615234
45,images/0045_real.png,real,49094,0.0,981,False,0.3791748285293579,0.14689649641513824,False,0.9136043784206411,-4219.71875,-1144.519775390625,-1573.3353271484375,-1573.3353271484375,16.526668548583984
46,images/0046_real.png,real,27257,0.0,545,False,0.2612721621990204,0.4109712243080139,True,0.7978889757623143,-5379.93359375,-2451.20068359375,-3017.44091796875,-3017.44091796875,22.802101135253906
47,images/0047_real.png,real,41559,0.0,831,False,0.3376663029193878,0.35947608947753906,True,0.9081313526192338,-5053.53271484375,-2005.02587890625,-2635.951171875,-2635.951171875,11.935912132263184
48,images/0048_real.png,real,43470,0.0,869,False,0.31571194529533386,0.0330718532204628,False,0.8475371383893666,-7357.9306640625,-4107.8759765625,-4652.96923828125,-4652.96923828125,12.29833698272705
49,images/0049_real.png,real,38740,0.0,774,False,0.3145337402820587,0.07885094732046127,False,0.8635652853792025,-4150.92236328125,-1195.149658203125,-1585.0615234375,-1585.0615234375,12.534514427185059
50,images/0050_real.png,real,18229,0.0,364,False,0.5228608250617981,0.4164681136608124,True,0.9679437060203284,-3540.83203125,-837.603515625,-1261.726806640625,-1261.726806640625,11.108025550842285
51,images/0051_real.png,real,1074,0.0,21,False,0.35601815581321716,0.45647117495536804,True,0.9288506645817045,-6799.61376953125,-2937.0400390625,-3946.43017578125,-3946.43017578125,7.099288463592529
52,images/0052_real.png,real,38610,0.0,772,False,0.24029743671417236,0.6519858837127686,True,0.7310398749022674,-3481.403564453125,-871.02783203125,-1509.52978515625,-1509.52978515625,16.27824592590332
53,images/0053_real.png,real,37135,0.0,742,False,0.22224308550357819,0.09995293617248535,False,0.6207974980453479,-6058.44140625,-3007.955078125,-3679.07080078125,-3679.07080078125,9.591764450073242
54,images/0054_real.png,real,48672,0.0,973,False,0.39021313190460205,0.34135720133781433,True,0.931196247068022,-6179.3203125,-3309.3154296875,-3968.8720703125,-3968.8720703125,13.988773345947266
55,images/0055_real.png,real,32843,0.0,656,False,0.3135867118835449,0.0327032245695591,False,0.8397185301016419,-10224.36328125,-7265.37646484375,-7871.037109375,-7871.037109375,7.638180255889893
56,images/0056_real.png,real,42527,0.0,850,False,0.4000995457172394,0.2714228332042694,True,0.9351055512118843,-3814.33447265625,-878.006591796875,-1269.0618896484375,-1269.0618896484375,20.540761947631836
57,images/0057_real.png,real,34226,0.0,684,False,0.5491495728492737,0.7809833884239197,True,0.9878811571540266,-4436.47802734375,-1589.095703125,-2338.6767578125,-2338.6767578125,13.710809707641602
58,images/0058_real.png,real,35067,0.0,701,False,0.5658718347549438,0.49836480617523193,True,0.9816262705238468,-7065.4150390625,-3553.078369140625,-4302.1162109375,-4302.1162109375,17.1922607421875
59,images/0059_real.png,real,37023,0.0,740,False,0.2765730619430542,0.6440210938453674,True,0.8483189992181391,-11022.71875,-8285.6259765625,-9285.837890625,-9285.837890625,10.321284294128418
60,images/0060_real.png,real,22695,0.0,453,False,0.44591188430786133,0.5289695262908936,True,0.9648162627052385,-4161.14306640625,-1294.72509765625,-1758.395751953125,-1758.395751953125,14.051959991455078
61,images/0061_real.png,real,4866,0.0,97,False,0.21963663399219513,0.09456077218055725,False,0.6063330727130571,-5812.44921875,-2860.832275390625,-3037.409423828125,-3037.409423828125,30.14502716064453
62,images/0062_real.png,real,16499,0.0,329,False,0.258188933134079,0.3593636155128479,True,0.7834245504300235,-4481.60546875,-1686.638427734375,-2077.38525390625,-2077.38525390625,13.82459831237793
63,images/0063_real.png,real,6930,0.0,138,False,0.3631550371646881,0.4539191424846649,True,0.9300234558248632,-3977.472412109375,-763.158935546875,-1235.00048828125,-1235.00048828125,17.589628219604492
64,images/0064_generated_none.png,generated_none,17150,0.0,343,False,0.25361379981040955,0.000640116399154067,False,0.47576231430805316,1729.38916015625,4687.58740234375,4432.2431640625,4432.2431640625,243.85997009277344
65,images/0065_generated_none.png,generated_none,11728,0.0,234,False,0.2942376732826233,0.0030097768176347017,False,0.7372947615324472,2422.031982421875,5526.09033203125,5169.0517578125,5169.0517578125,239.02601623535156
66,images/0066_generated_none.png,generated_none,43251,0.0,865,False,0.31789863109588623,0.0002292664721608162,False,0.44292415949960906,1680.8319091796875,4295.0419921875,3945.087890625,3945.087890625,215.82601928710938
67,images/0067_generated_none.png,generated_none,16597,0.0,331,False,0.2696264386177063,0.0015112904366105795,False,0.6325254104769351,2380.471435546875,5417.4287109375,4948.6455078125,4948.6455078125,218.0240936279297
68,images/0068_generated_none.png,generated_none,31060,0.0,621,False,0.2937001883983612,0.0007276692194864154,False,0.596559812353401,2581.442138671875,5161.26953125,4845.49462890625,4845.49462890625,213.7392578125
69,images/0069_generated_none.png,generated_none,31374,0.0,627,False,0.2583306133747101,0.00012747474829666317,False,0.30453479280688034,2164.35498046875,5077.0791015625,4782.7109375,4782.7109375,237.2879638671875
70,images/0070_generated_none.png,generated_none,28500,0.0,570,False,0.26257044076919556,0.0007714180974289775,False,0.5367474589523065,2607.41455078125,5354.7119140625,4811.341796875,4811.341796875,248.45472717285156
71,images/0071_generated_none.png,generated_none,4138,0.0,82,False,0.22200852632522583,0.0059771048836410046,False,0.5437842064112588,1861.072998046875,4847.4375,4427.1181640625,4427.1181640625,233.0398712158203
72,images/0072_generated_none.png,generated_none,1450,0.0,29,False,0.2803117334842682,0.0025430568493902683,False,0.7040656763096169,1279.933349609375,4547.8818359375,4216.80810546875,4216.80810546875,282.79931640625
73,images/0073_generated_none.png,generated_none,25737,0.0,514,False,0.20606836676597595,0.0006487841601483524,False,0.29476153244722436,2199.70947265625,4919.103515625,4573.1337890625,4573.1337890625,238.5713348388672
74,images/0074_generated_none.png,generated_none,10291,0.0,205,False,0.2253839373588562,0.001150847994722426,False,0.446051602814699,1766.47900390625,4824.61865234375,4552.240234375,4552.240234375,240.9270477294922
75,images/0075_generated_none.png,generated_none,48399,0.0,967,False,0.27512192726135254,0.0005716022569686174,False,0.5293197810789679,1886.19775390625,4968.6162109375,4580.599609375,4580.599609375,297.47760009765625
76,images/0076_generated_none.png,generated_none,15865,0.0,317,False,0.2549821436405182,0.00024687330005690455,False,0.32251759186864737,3012.14697265625,6156.19140625,5747.6455078125,5747.6455078125,236.0190887451172
77,images/0077_generated_none.png,generated_none,11390,0.0,227,False,0.2447877675294876,0.0005512884818017483,False,0.42650508209538707,2008.822509765625,4987.0009765625,4738.9453125,4738.9453125,227.3647918701172
78,images/0078_generated_none.png,generated_none,33665,0.0,673,False,0.20113201439380646,0.00022636615904048085,False,0.10437842064112587,3188.7158203125,6200.32080078125,5396.34326171875,5396.34326171875,249.55038452148438
79,images/0079_generated_none.png,generated_none,20012,0.0,400,False,0.16831627488136292,0.0003081767645198852,False,0.08444096950742767,2104.921142578125,4915.515625,4528.54345703125,4528.54345703125,251.3931427001953
80,images/0080_generated_none.png,generated_none,8050,0.0,161,False,0.22608233988285065,0.0014485459541901946,False,0.46442533229085226,2228.951904296875,5164.048828125,4867.0986328125,4867.0986328125,246.92649841308594
81,images/0081_generated_none.png,generated_none,43881,0.0,877,False,0.24743087589740753,0.0004310481599532068,False,0.390539483971853,2809.65576171875,5149.62109375,4831.81982421875,4831.81982421875,222.35060119628906
82,images/0082_generated_none.png,generated_none,4238,0.0,84,False,0.2537769079208374,0.0027895269449800253,False,0.6293979671618453,1966.2213134765625,4570.55126953125,4431.73681640625,4431.73681640625,226.6504364013672
83,images/0083_generated_none.png,generated_none,31122,0.0,622,False,0.28631478548049927,0.0008000624948181212,False,0.596559812353401,1967.951171875,5451.87451171875,4951.1220703125,4951.1220703125,299.4986877441406
84,images/0084_generated_none.png,generated_none,13022,0.0,260,False,0.2115977257490158,0.0051205940544605255,False,0.5015637216575449,2311.9609375,5296.9208984375,4927.43359375,4927.43359375,224.7881317138672
85,images/0085_generated_none.png,generated_none,46286,0.0,925,False,0.2643336057662964,0.00039181142346933484,False,0.42885066458170445,2586.35888671875,6127.00244140625,5507.8623046875,5507.8623046875,255.2954559326172
86,images/0086_generated_none.png,generated_none,29271,0.0,585,False,0.2801729142665863,0.0002718581527005881,False,0.4163408913213448,2894.605712890625,5544.08984375,4951.3125,4951.3125,253.5106964111328
87,images/0087_generated_none.png,generated_none,10108,0.0,202,False,0.2223682403564453,0.004134607966989279,False,0.5273651290070368,2232.9765625,5284.74365234375,4968.9404296875,4968.9404296875,238.1422882080078
88,images/0088_generated_none.png,generated_none,37964,0.0,759,False,0.2529444992542267,0.00015703173994552344,False,0.28303362001563726,2369.564453125,5896.29150390625,5450.796875,5450.796875,215.18478393554688
89,images/0089_generated_none.png,generated_none,45563,0.0,911,False,0.2894552946090698,0.0012352429330348969,False,0.6540265832681782,2517.517578125,5460.154296875,5148.8720703125,5148.8720703125,240.00489807128906
90,images/0090_generated_none.png,generated_none,35970,0.0,719,False,0.27281883358955383,0.0010080874199047685,False,0.5946051602814699,2668.527099609375,5780.537109375,5132.93798828125,5132.93798828125,263.5557556152344
91,images/0091_generated_none.png,generated_none,48905,0.0,978,False,0.36321356892585754,0.0003470960655249655,False,0.5347928068803752,1626.1298828125,4898.4677734375,4511.5302734375,4511.5302734375,292.03778076171875
92,images/0092_generated_none.png,generated_none,47333,0.0,946,False,0.22634640336036682,0.0009288677829317749,False,0.41516810007818605,2147.9873046875,4889.95458984375,4391.6240234375,4391.6240234375,226.7458953857422
93,images/0093_generated_none.png,generated_none,48411,0.0,968,False,0.2369530349969864,0.0003285613493062556,False,0.29593432369038314,3034.111572265625,5896.47314453125,5390.0361328125,5390.0361328125,241.6619415283203
94,images/0094_generated_none.png,generated_none,45623,0.0,912,False,0.2565935552120209,0.0021802843548357487,False,0.6204065676309617,2403.803466796875,5204.73828125,4976.71875,4976.71875,212.34165954589844
95,images/0095_generated_none.png,generated_none,48971,0.0,979,False,0.23361878097057343,0.001159798470325768,False,0.47458952306489444,2012.6090087890625,5047.00732421875,4659.9638671875,4659.9638671875,234.48353576660156
96,images/0096_generated_none.png,generated_none,23779,0.0,475,False,0.21254020929336548,0.0007708623306825757,False,0.34128225175918686,2318.56884765625,5395.79052734375,5029.240234375,5029.240234375,262.4159851074219
97,images/0097_generated_none.png,generated_none,5963,0.0,119,False,0.25548055768013,0.0008098752005025744,False,0.5140734949179047,1373.8740234375,4143.50732421875,3867.7607421875,3867.7607421875,226.658935546875
98,images/0098_generated_none.png,generated_none,48655,0.0,973,False,0.24374067783355713,0.0006838745321147144,False,0.4503518373729476,1896.7098388671875,4766.71484375,4406.4462890625,4406.4462890625,207.0782470703125
99,images/0099_generated_none.png,generated_none,18346,0.0,366,False,0.1929793655872345,0.0006959390011616051,False,0.2599687255668491,1784.41357421875,4788.65234375,4527.52392578125,4527.52392578125,258.5155944824219
100,images/0100_generated_none.png,generated_none,27925,0.0,558,False,0.22025269269943237,0.0006202521617524326,False,0.3373729476153245,2311.984619140625,5061.2587890625,4494.1845703125,4494.1845703125,254.7922821044922
101,images/0101_generated_none.png,generated_none,33656,0.0,673,False,0.26524972915649414,0.00029234407702460885,False,0.38780297107114936,3676.77685546875,6688.3818359375,5872.6376953125,5872.6376953125,236.76950073242188
102,images/0102_generated_none.png,generated_none,32154,0.0,643,False,0.24709384143352509,0.00042405922431498766,False,0.38467552775605945,2771.4365234375,5538.6845703125,5077.1875,5077.1875,227.71168518066406
103,images/0103_generated_none.png,generated_none,6316,0.0,126,False,0.2931123971939087,0.0009021097794175148,False,0.6180609851446442,1913.460205078125,4429.521484375,3897.01953125,3897.01953125,289.99261474609375
104,images/0104_generated_none.png,generated_none,32802,0.0,656,False,0.2540428340435028,0.0002003281406359747,False,0.3010164190774042,1462.333740234375,4421.3203125,4107.5869140625,4107.5869140625,263.82568359375
105,images/0105_generated_none.png,generated_none,30053,0.0,601,False,0.2827935218811035,0.0005425725248642266,False,0.5430023455824864,3097.33447265625,5915.3662109375,5432.3974609375,5432.3974609375,229.96441650390625
106,images/0106_generated_none.png,generated_none,8924,0.0,178,False,0.25176018476486206,0.0014700776664540172,False,0.5672400312744331,1548.9609375,4446.296875,4154.93017578125,4154.93017578125,274.041259765625
107,images/0107_generated_none.png,generated_none,45240,0.0,904,False,0.2599121332168579,0.006996853277087212,False,0.6989835809225957,2648.098388671875,5498.9736328125,5147.6123046875,5147.6123046875,225.84315490722656
108,images/0108_generated_none.png,generated_none,40139,0.0,802,False,0.26909226179122925,0.00020801772188860923,False,0.35183737294761536,1924.4644775390625,5004.40673828125,4617.46875,4617.46875,246.15863037109375
109,images/0109_generated_none.png,generated_none,49094,0.0,981,False,0.23646529018878937,0.0002940923150163144,False,0.2806880375293198,1847.851806640625,4923.05078125,4589.634765625,4589.634765625,255.85472106933594
110,images/0110_generated_none.png,generated_none,27257,0.0,545,False,0.23467010259628296,0.0001897234469652176,False,0.21892103205629396,2505.5615234375,5434.29443359375,4827.34912109375,4827.34912109375,231.47720336914062
111,images/0111_generated_none.png,generated_none,41559,0.0,831,False,0.2620666027069092,0.00025619746884331107,False,0.3584831899921814,2886.4775390625,5934.984375,5341.166015625,5341.166015625,241.98963928222656
112,images/0112_generated_none.png,generated_none,43470,0.0,869,False,0.21882060170173645,0.000506929587572813,False,0.31000781860828774,2124.730712890625,5374.78515625,4942.576171875,4942.576171875,229.96466064453125
113,images/0113_generated_none.png,generated_none,38740,0.0,774,False,0.2582174837589264,0.000830882927402854,False,0.5301016419077405,2190.57177734375,5146.3447265625,4817.7626953125,4817.7626953125,248.82017517089844
114,images/0114_generated_none.png,generated_none,18229,0.0,364,False,0.23662762343883514,0.0007306957268156111,False,0.4292415949960907,1692.29638671875,4395.52490234375,4034.967529296875,4034.967529296875,232.1304473876953
115,images/0115_generated_none.png,generated_none,1074,0.0,21,False,0.28614261746406555,0.0026050591841340065,False,0.7146207974980453,1818.9163818359375,5681.490234375,4640.990234375,4640.990234375,273.658203125
116,images/0116_generated_none.png,generated_none,38610,0.0,772,False,0.23404110968112946,0.0004539871879387647,False,0.3514464425332291,2222.7265625,4833.1025390625,4302.86572265625,4302.86572265625,293.9269714355469
117,images/0117_generated_none.png,generated_none,37135,0.0,742,False,0.24891331791877747,0.00015854663797654212,False,0.2681782642689601,1357.1767578125,4407.6630859375,3789.415771484375,3789.415771484375,316.031005859375
118,images/0118_generated_none.png,generated_none,48672,0.0,973,False,0.2484385371208191,0.000376585841877386,False,0.36591086786551996,1450.6142578125,4320.619140625,3959.38037109375,3959.38037109375,246.69003295898438
119,images/0119_generated_none.png,generated_none,32843,0.0,656,False,0.21281088888645172,0.00025414724950678647,False,0.16262705238467554,2513.58984375,5472.57666015625,5172.08154296875,5172.08154296875,241.7876739501953
120,images/0120_generated_none.png,generated_none,42527,0.0,850,False,0.29931843280792236,0.00043309558532200754,False,0.5265832681782643,2243.62939453125,5179.95703125,4843.2197265625,4843.2197265625,243.50262451171875
121,images/0121_generated_none.png,generated_none,34226,0.0,684,False,0.2707565128803253,0.0002958420664072037,False,0.4065676309616888,2824.048828125,5671.43115234375,4907.13671875,4907.13671875,266.3227844238281
122,images/0122_generated_none.png,generated_none,35067,0.0,701,False,0.22924523055553436,0.00034812185913324356,False,0.2814698983580923,1322.39453125,4834.7314453125,4087.392822265625,4087.392822265625,301.5443115234375
123,images/0123_generated_none.png,generated_none,37023,0.0,740,False,0.2446426898241043,0.0002603120810817927,False,0.29437060203283816,3423.150390625,6160.2431640625,5581.173828125,5581.173828125,217.0136260986328
124,images/0124_generated_none.png,generated_none,22695,0.0,453,False,0.2635861337184906,0.00033179132151417434,False,0.400312744331509,2168.60986328125,5035.02783203125,4581.17236328125,4581.17236328125,238.21408081054688
125,images/0125_generated_none.png,generated_none,4866,0.0,97,False,0.2668834328651428,0.002210303209722042,False,0.6555903049257232,2251.283935546875,5202.90087890625,4999.0283203125,4999.0283203125,239.98748779296875
126,images/0126_generated_none.png,generated_none,16499,0.0,329,False,0.21270905435085297,0.0004132183676119894,False,0.2439405785770133,1922.6494140625,4717.6162109375,4451.248046875,4451.248046875,240.83099365234375
127,images/0127_generated_none.png,generated_none,6930,0.0,138,False,0.22754457592964172,0.0017465063137933612,False,0.49179046129788895,1442.654541015625,4656.9677734375,4215.7392578125,4215.7392578125,258.5274658203125
128,images/0128_generated_dot.png,generated_dot,17150,0.0,343,False,0.2540106773376465,0.000660901190713048,False,0.4831899921813917,1828.322021484375,4786.5205078125,4527.8466796875,4527.8466796875,242.83016967773438
129,images/0129_generated_dot.png,generated_dot,11728,0.0,234,False,0.295038640499115,0.0030996694695204496,False,0.7392494136043783,2402.95947265625,5507.017578125,5146.6865234375,5146.6865234375,238.81936645507812
130,images/0130_generated_dot.png,generated_dot,43251,0.0,865,False,0.31784677505493164,0.00021509380894713104,False,0.436278342455043,1760.206787109375,4374.4169921875,4024.18603515625,4024.18603515625,215.3883819580078
131,images/0131_generated_dot.png,generated_dot,16597,0.0,331,False,0.2720029950141907,0.0014690009411424398,False,0.6344800625488662,2231.783935546875,5268.7412109375,4796.0048828125,4796.0048828125,216.07382202148438
132,images/0132_generated_dot.png,generated_dot,31060,0.0,621,False,0.2934454083442688,0.000700878503266722,False,0.5926505082095387,2571.64892578125,5151.4765625,4832.46533203125,4832.46533203125,213.99066162109375
133,images/0133_generated_dot.png,generated_dot,31374,0.0,627,False,0.2570267915725708,0.00012689326831605285,False,0.2978889757623143,2265.906982421875,5178.630859375,4876.9443359375,4876.9443359375,237.93331909179688
134,images/0134_generated_dot.png,generated_dot,28500,0.0,570,False,0.26105114817619324,0.000852345023304224,False,0.540656763096169,2435.056640625,5182.3544921875,4632.4853515625,4632.4853515625,234.6590118408203
135,images/0135_generated_dot.png,generated_dot,4138,0.0,82,False,0.22563399374485016,0.005983937531709671,False,0.562157935887412,1710.271240234375,4696.6357421875,4271.306640625,4271.306640625,231.12522888183594
136,images/0136_generated_dot.png,generated_dot,1450,0.0,29,False,0.2868123948574066,0.0024137513246387243,False,0.7075840500390931,1547.9537353515625,4815.90185546875,4482.87841796875,4482.87841796875,275.41656494140625
137,images/0137_generated_dot.png,generated_dot,25737,0.0,514,False,0.20893016457557678,0.0006526770303025842,False,0.31039874902267395,2184.171142578125,4903.5654296875,4555.7255859375,4555.7255859375,235.44915771484375
138,images/0138_generated_dot.png,generated_dot,10291,0.0,205,False,0.2196236550807953,0.0011660177260637283,False,0.418295543393276,1730.5380859375,4788.677734375,4506.9033203125,4506.9033203125,237.6890106201172
139,images/0139_generated_dot.png,generated_dot,48399,0.0,967,False,0.2639247179031372,0.0005880383541807532,False,0.5039093041438625,2447.373291015625,5529.7919921875,5130.494140625,5130.494140625,291.5402526855469
140,images/0140_generated_dot.png,generated_dot,15865,0.0,317,False,0.2732614278793335,0.00022785161854699254,False,0.37099296325254105,2621.575439453125,5765.6201171875,5347.6025390625,5347.6025390625,230.4127960205078
